yaş,meslek,medeni_durum,eğitim,temerrüt,bakiye,konut_kredisi,ihtiyaç_kredisi,iletişim_tipi,gün,ay,arama_süresi_sn,kampanya_arama_sayısı,önceki_görüşmeden_geçen_gün,önceki_aramalar,önceki_kampanya_sonuç,vadeli_mevduat
31,yönetici,evli,üniversite,0,0,0,0,0.0,14,mayıs,298,1,-1,0,bilinmiyor,0
41,vasıfsız işçi,evli,lise,0,-68,1,0,0.0,14,mayıs,429,2,-1,0,bilinmiyor,0
60,teknisyen,evli,lise,0,2639,1,0,0.0,14,mayıs,483,2,-1,0,bilinmiyor,0
42,büro görevlisi,boşanmış/ dul,lise,0,1076,1,0,0.0,14,mayıs,213,1,-1,0,bilinmiyor,0
48,vasıfsız işçi,evli,ilkokul,0,584,1,0,0.0,14,mayıs,51,1,-1,0,bilinmiyor,0
43,vasıfsız işçi,evli,lise,0,2706,1,1,0.0,14,mayıs,44,1,-1,0,bilinmiyor,0
47,vasıfsız işçi,evli,ilkokul,0,1294,1,0,0.0,14,mayıs,164,2,-1,0,bilinmiyor,0
40,serbest meslek,evli,ilkokul,0,771,1,0,0.0,14,mayıs,166,1,-1,0,bilinmiyor,0
55,işsiz,boşanmış/ dul,lise,0,283,1,1,0.0,14,mayıs,220,2,-1,0,bilinmiyor,0
51,yönetici,boşanmış/ dul,üniversite,0,482,1,0,0.0,14,mayıs,178,1,-1,0,bilinmiyor,0
54,yönetici,evli,üniversite,0,11,0,0,0.0,14,mayıs,452,2,-1,0,bilinmiyor,0
41,vasıfsız işçi,evli,lise,0,2823,1,0,0.0,14,mayıs,858,1,-1,0,bilinmiyor,1
41,vasıfsız işçi,evli,lise,0,338,1,0,0.0,14,mayıs,87,1,-1,0,bilinmiyor,0
53,vasıfsız işçi,evli,lise,0,5700,1,0,0.0,14,mayıs,97,1,-1,0,bilinmiyor,0
46,büro görevlisi,evli,lise,0,3028,1,1,0.0,14,mayıs,116,1,-1,0,bilinmiyor,0
45,girişimci,evli,ilkokul,0,2418,1,0,0.0,14,mayıs,120,1,-1,0,bilinmiyor,0
48,vasıfsız işçi,evli,lise,0,1405,1,0,0.0,14,mayıs,629,2,-1,0,bilinmiyor,1
44,hizmet sektörü,bekar,lise,0,0,1,0,0.0,14,mayıs,198,1,-1,0,bilinmiyor,0
47,vasıfsız işçi,evli,lise,0,2775,0,0,0.0,14,mayıs,262,1,-1,0,bilinmiyor,0
49,vasıfsız işçi,evli,lise,0,611,1,1,0.0,14,mayıs,179,1,-1,0,bilinmiyor,0
41,vasıfsız işçi,evli,ilkokul,0,1654,1,0,0.0,14,mayıs,35,1,-1,0,bilinmiyor,0
54,vasıfsız işçi,evli,ilkokul,0,1691,1,0,0.0,14,mayıs,156,1,-1,0,bilinmiyor,0
48,teknisyen,evli,lise,0,427,0,0,0.0,14,mayıs,201,1,-1,0,bilinmiyor,0
30,vasıfsız işçi,evli,lise,0,938,1,0,0.0,14,mayıs,159,1,-1,0,bilinmiyor,0
45,vasıfsız işçi,evli,ilkokul,0,626,1,0,0.0,14,mayıs,68,1,-1,0,bilinmiyor,0
40,vasıfsız işçi,evli,bilinmiyor,0,874,0,0,0.0,14,mayıs,75,1,-1,0,bilinmiyor,0
42,vasıfsız işçi,bekar,lise,0,24,0,0,0.0,14,mayıs,229,1,-1,0,bilinmiyor,0
48,teknisyen,evli,lise,0,7373,1,0,0.0,14,mayıs,126,1,-1,0,bilinmiyor,0
40,büro görevlisi,evli,lise,0,1535,1,0,0.0,14,mayıs,704,1,-1,0,bilinmiyor,1
47,vasıfsız işçi,evli,ilkokul,0,2,1,1,0.0,14,mayıs,164,1,-1,0,bilinmiyor,0
47,büro görevlisi,evli,lise,0,829,1,1,0.0,14,mayıs,339,1,-1,0,bilinmiyor,0
33,vasıfsız işçi,bekar,lise,0,164,1,0,0.0,14,mayıs,461,1,-1,0,bilinmiyor,0
54,vasıfsız işçi,evli,lise,0,1765,1,0,0.0,14,mayıs,188,1,-1,0,bilinmiyor,0
46,vasıfsız işçi,evli,lise,0,1733,1,0,0.0,14,mayıs,546,1,-1,0,bilinmiyor,0
53,emekli,evli,ilkokul,0,383,1,0,0.0,14,mayıs,171,1,-1,0,bilinmiyor,0
25,teknisyen,bekar,üniversite,0,777,1,0,0.0,14,mayıs,351,1,-1,0,bilinmiyor,0
50,yönetici,evli,lise,0,0,1,0,0.0,14,mayıs,94,4,-1,0,bilinmiyor,0
40,vasıfsız işçi,evli,lise,0,1522,1,1,0.0,14,mayıs,168,2,-1,0,bilinmiyor,0
53,yönetici,evli,üniversite,0,4446,1,0,0.0,14,mayıs,429,1,-1,0,bilinmiyor,0
41,vasıfsız işçi,evli,lise,0,923,1,0,0.0,14,mayıs,249,2,-1,0,bilinmiyor,0
41,büro görevlisi,evli,lise,0,1309,1,0,0.0,14,mayıs,568,1,-1,0,bilinmiyor,0
42,yönetici,evli,üniversite,0,1340,1,0,0.0,14,mayıs,299,1,-1,0,bilinmiyor,0
47,yönetici,evli,üniversite,0,3158,1,0,0.0,14,mayıs,282,1,-1,0,bilinmiyor,0
48,vasıfsız işçi,evli,lise,0,1596,1,0,0.0,14,mayıs,760,1,-1,0,bilinmiyor,1
43,vasıfsız işçi,evli,ilkokul,0,887,1,0,0.0,14,mayıs,211,1,-1,0,bilinmiyor,0
55,yönetici,evli,üniversite,0,23189,1,0,0.0,14,mayıs,77,1,-1,0,bilinmiyor,0
40,büro görevlisi,evli,lise,0,1010,1,0,0.0,14,mayıs,283,1,-1,0,bilinmiyor,0
45,vasıfsız işçi,evli,ilkokul,0,246,1,0,0.0,14,mayıs,263,1,-1,0,bilinmiyor,0
54,emekli,evli,lise,0,918,1,0,0.0,14,mayıs,189,1,-1,0,bilinmiyor,0
46,vasıfsız işçi,evli,ilkokul,0,1429,1,0,0.0,14,mayıs,91,1,-1,0,bilinmiyor,0
57,emekli,boşanmış/ dul,ilkokul,0,2439,1,0,0.0,14,mayıs,32,1,-1,0,bilinmiyor,0
49,girişimci,evli,lise,0,348,1,0,0.0,14,mayıs,139,2,-1,0,bilinmiyor,0
49,büro görevlisi,evli,lise,0,387,1,0,0.0,14,mayıs,347,1,-1,0,bilinmiyor,0
41,vasıfsız işçi,bekar,ilkokul,0,22,1,0,0.0,14,mayıs,152,1,-1,0,bilinmiyor,0
42,serbest meslek,evli,ilkokul,0,3641,1,0,0.0,14,mayıs,869,1,-1,0,bilinmiyor,0
42,yönetici,bekar,lise,0,2535,1,0,0.0,14,mayıs,339,1,-1,0,bilinmiyor,0
49,teknisyen,evli,ilkokul,0,1878,1,0,0.0,14,mayıs,267,1,-1,0,bilinmiyor,0
42,vasıfsız işçi,evli,lise,0,3,1,0,0.0,14,mayıs,34,1,-1,0,bilinmiyor,0
34,işsiz,bekar,lise,0,9,1,0,0.0,14,mayıs,153,2,-1,0,bilinmiyor,0
47,vasıfsız işçi,evli,ilkokul,0,502,1,0,0.0,14,mayıs,28,2,-1,0,bilinmiyor,0
41,büro görevlisi,evli,lise,0,3634,1,0,0.0,14,mayıs,216,1,-1,0,bilinmiyor,0
45,teknisyen,evli,lise,0,3395,1,0,0.0,14,mayıs,215,1,-1,0,bilinmiyor,0
33,büro görevlisi,bekar,lise,0,673,1,0,0.0,14,mayıs,199,2,-1,0,bilinmiyor,0
53,vasıfsız işçi,evli,ilkokul,0,600,1,0,0.0,14,mayıs,139,1,-1,0,bilinmiyor,0
43,işsiz,bekar,ilkokul,0,698,1,0,0.0,14,mayıs,322,1,-1,0,bilinmiyor,0
40,vasıfsız işçi,boşanmış/ dul,lise,0,2540,1,0,0.0,14,mayıs,189,1,-1,0,bilinmiyor,0
34,vasıfsız işçi,evli,ilkokul,0,357,1,0,0.0,14,mayıs,197,2,-1,0,bilinmiyor,0
40,teknisyen,evli,lise,0,782,1,0,0.0,14,mayıs,224,2,-1,0,bilinmiyor,0
41,vasıfsız işçi,evli,ilkokul,0,2097,1,0,0.0,14,mayıs,160,1,-1,0,bilinmiyor,0
44,vasıfsız işçi,bekar,bilinmiyor,0,-101,1,0,0.0,14,mayıs,143,1,-1,0,bilinmiyor,0
57,büro görevlisi,boşanmış/ dul,ilkokul,0,628,1,1,0.0,14,mayıs,191,1,-1,0,bilinmiyor,0
42,teknisyen,evli,lise,0,0,1,0,0.0,14,mayıs,833,1,-1,0,bilinmiyor,0
57,hizmet sektörü,evli,lise,0,6874,1,0,0.0,14,mayıs,356,1,-1,0,bilinmiyor,0
43,vasıfsız işçi,boşanmış/ dul,lise,0,16,1,0,0.0,14,mayıs,485,2,-1,0,bilinmiyor,0
45,vasıfsız işçi,evli,ilkokul,0,1691,1,0,0.0,14,mayıs,57,1,-1,0,bilinmiyor,0
60,emekli,evli,ilkokul,0,1542,1,0,0.0,14,mayıs,930,1,-1,0,bilinmiyor,1
41,vasıfsız işçi,evli,bilinmiyor,0,1057,1,0,0.0,14,mayıs,247,2,-1,0,bilinmiyor,0
49,vasıfsız işçi,evli,ilkokul,0,11317,1,0,0.0,14,mayıs,208,1,-1,0,bilinmiyor,0
42,büro görevlisi,evli,lise,1,-1300,0,0,0.0,14,mayıs,89,1,-1,0,bilinmiyor,0
41,hizmet sektörü,evli,ilkokul,0,299,1,0,0.0,14,mayıs,72,1,-1,0,bilinmiyor,0
33,teknisyen,bekar,lise,0,189,1,0,0.0,14,mayıs,260,1,-1,0,bilinmiyor,0
56,vasıfsız işçi,evli,lise,0,1412,1,0,0.0,14,mayıs,129,1,-1,0,bilinmiyor,0
49,vasıfsız işçi,evli,ilkokul,0,0,1,0,0.0,14,mayıs,151,2,-1,0,bilinmiyor,0
41,vasıfsız işçi,evli,lise,0,235,1,0,0.0,14,mayıs,181,1,-1,0,bilinmiyor,0
48,yönetici,evli,üniversite,0,20718,1,0,0.0,14,mayıs,125,1,-1,0,bilinmiyor,0
41,teknisyen,evli,lise,0,1043,1,1,0.0,14,mayıs,225,1,-1,0,bilinmiyor,0
41,hizmet sektörü,evli,lise,0,890,1,0,0.0,14,mayıs,829,1,-1,0,bilinmiyor,0
30,teknisyen,bekar,lise,0,768,0,1,0.0,14,mayıs,749,2,-1,0,bilinmiyor,0
52,girişimci,evli,üniversite,0,618,1,1,0.0,14,mayıs,166,2,-1,0,bilinmiyor,0
40,vasıfsız işçi,evli,lise,0,1313,0,0,0.0,14,mayıs,87,1,-1,0,bilinmiyor,0
60,emekli,evli,lise,0,3932,1,0,0.0,14,mayıs,407,2,-1,0,bilinmiyor,0
28,yönetici,bekar,üniversite,0,334,1,0,0.0,14,mayıs,438,4,-1,0,bilinmiyor,0
44,serbest meslek,boşanmış/ dul,lise,0,80,1,1,0.0,14,mayıs,387,2,-1,0,bilinmiyor,0
44,teknisyen,bekar,lise,0,-27,1,1,0.0,14,mayıs,100,3,-1,0,bilinmiyor,0
32,vasıfsız işçi,bekar,lise,0,2285,1,0,0.0,14,mayıs,413,2,-1,0,bilinmiyor,0
53,yönetici,evli,üniversite,0,193,0,0,0.0,14,mayıs,521,2,-1,0,bilinmiyor,0
41,hizmet sektörü,boşanmış/ dul,lise,1,-198,0,1,0.0,14,mayıs,133,1,-1,0,bilinmiyor,0
57,emekli,evli,üniversite,0,1180,1,1,0.0,14,mayıs,191,2,-1,0,bilinmiyor,0
42,vasıfsız işçi,evli,ilkokul,0,505,1,0,0.0,14,mayıs,521,2,-1,0,bilinmiyor,0
31,yönetici,evli,lise,0,6943,1,0,0.0,14,mayıs,109,1,-1,0,bilinmiyor,0
46,vasıfsız işçi,evli,lise,0,243,1,1,0.0,14,mayıs,345,2,-1,0,bilinmiyor,0
40,teknisyen,bekar,bilinmiyor,0,3652,1,0,0.0,14,mayıs,1028,2,-1,0,bilinmiyor,1
46,teknisyen,boşanmış/ dul,lise,0,3455,1,0,0.0,14,mayıs,566,2,-1,0,bilinmiyor,0
55,serbest meslek,bekar,lise,0,2607,1,0,0.0,14,mayıs,38,1,-1,0,bilinmiyor,0
52,vasıfsız işçi,bekar,ilkokul,0,2024,1,0,0.0,14,mayıs,314,1,-1,0,bilinmiyor,0
50,yönetici,evli,lise,0,0,1,0,0.0,14,mayıs,214,1,-1,0,bilinmiyor,0
57,emekli,evli,lise,0,-222,0,0,0.0,14,mayıs,248,2,-1,0,bilinmiyor,0
28,vasıfsız işçi,evli,lise,0,1238,1,0,0.0,14,mayıs,246,1,-1,0,bilinmiyor,0
46,vasıfsız işçi,evli,lise,0,33,1,0,0.0,14,mayıs,136,8,-1,0,bilinmiyor,0
40,büro görevlisi,boşanmış/ dul,lise,0,1000,1,0,0.0,14,mayıs,98,1,-1,0,bilinmiyor,0
56,vasıfsız işçi,evli,lise,0,881,1,0,0.0,14,mayıs,225,2,-1,0,bilinmiyor,0
48,hizmet sektörü,boşanmış/ dul,lise,0,403,1,0,0.0,14,mayıs,364,1,-1,0,bilinmiyor,0
36,yönetici,bekar,üniversite,0,-38,1,0,0.0,14,mayıs,784,1,-1,0,bilinmiyor,0
37,teknisyen,evli,üniversite,1,0,1,0,0.0,14,mayıs,93,14,-1,0,bilinmiyor,0
41,girişimci,evli,üniversite,0,221,1,0,0.0,14,mayıs,57,2,-1,0,bilinmiyor,0
43,vasıfsız işçi,evli,lise,0,1109,1,0,0.0,14,mayıs,160,2,-1,0,bilinmiyor,0
40,girişimci,evli,lise,0,1416,1,0,0.0,14,mayıs,210,2,-1,0,bilinmiyor,0
40,girişimci,evli,lise,0,264,1,0,0.0,14,mayıs,222,2,-1,0,bilinmiyor,0
45,vasıfsız işçi,evli,lise,0,141,1,1,0.0,14,mayıs,21,10,-1,0,bilinmiyor,0
44,vasıfsız işçi,evli,lise,0,1944,1,0,0.0,14,mayıs,222,5,-1,0,bilinmiyor,0
53,girişimci,evli,ilkokul,0,694,1,0,0.0,14,mayıs,157,1,-1,0,bilinmiyor,0
31,yönetici,evli,üniversite,0,303,1,0,0.0,14,mayıs,143,1,-1,0,bilinmiyor,0
50,vasıfsız işçi,evli,lise,0,2087,1,0,0.0,14,mayıs,371,1,-1,0,bilinmiyor,0
53,yönetici,evli,üniversite,0,369,1,1,0.0,14,mayıs,161,2,-1,0,bilinmiyor,0
56,vasıfsız işçi,boşanmış/ dul,lise,0,166,1,0,0.0,14,mayıs,350,2,-1,0,bilinmiyor,0
45,teknisyen,evli,ilkokul,0,718,1,0,0.0,14,mayıs,135,1,-1,0,bilinmiyor,0
47,serbest meslek,evli,üniversite,0,4543,1,0,0.0,14,mayıs,162,1,-1,0,bilinmiyor,0
33,büro görevlisi,bekar,lise,0,1613,1,0,0.0,14,mayıs,565,1,-1,0,bilinmiyor,0
57,teknisyen,evli,üniversite,0,-1,0,0,0.0,14,mayıs,850,2,-1,0,bilinmiyor,1
45,girişimci,bekar,üniversite,0,1410,1,0,0.0,14,mayıs,44,8,-1,0,bilinmiyor,0
34,vasıfsız işçi,evli,lise,0,577,0,0,0.0,14,mayıs,337,1,-1,0,bilinmiyor,0
49,girişimci,evli,ilkokul,0,-63,1,0,0.0,14,mayıs,416,2,-1,0,bilinmiyor,0
49,hizmet sektörü,evli,lise,0,892,0,0,0.0,14,mayıs,102,2,-1,0,bilinmiyor,0
37,büro görevlisi,boşanmış/ dul,lise,0,-113,1,0,0.0,14,mayıs,5,2,-1,0,bilinmiyor,0
57,teknisyen,evli,lise,0,3240,1,0,0.0,14,mayıs,129,2,-1,0,bilinmiyor,0
40,vasıfsız işçi,evli,ilkokul,0,3658,1,0,0.0,14,mayıs,977,1,-1,0,bilinmiyor,0
57,emekli,evli,lise,0,3545,1,0,0.0,14,mayıs,138,2,-1,0,bilinmiyor,0
45,işsiz,evli,ilkokul,0,1292,1,0,0.0,14,mayıs,70,2,-1,0,bilinmiyor,0
61,emekli,evli,lise,0,4248,1,0,0.0,14,mayıs,71,1,-1,0,bilinmiyor,0
54,yönetici,boşanmış/ dul,lise,0,155,1,0,0.0,14,mayıs,75,1,-1,0,bilinmiyor,0
46,vasıfsız işçi,evli,ilkokul,0,501,1,0,0.0,14,mayıs,230,2,-1,0,bilinmiyor,0
51,büro görevlisi,evli,ilkokul,0,658,1,0,0.0,14,mayıs,369,1,-1,0,bilinmiyor,0
42,vasıfsız işçi,evli,lise,0,3743,1,0,0.0,14,mayıs,136,1,-1,0,bilinmiyor,0
42,vasıfsız işçi,evli,ilkokul,0,329,1,0,0.0,14,mayıs,22,4,-1,0,bilinmiyor,0
60,yönetici,evli,ilkokul,0,703,1,0,0.0,14,mayıs,378,1,-1,0,bilinmiyor,0
41,vasıfsız işçi,evli,ilkokul,0,7735,1,0,0.0,14,mayıs,240,1,-1,0,bilinmiyor,0
41,hizmet sektörü,evli,ilkokul,0,455,1,0,0.0,14,mayıs,80,1,-1,0,bilinmiyor,0
55,vasıfsız işçi,evli,lise,0,831,1,0,0.0,14,mayıs,144,1,-1,0,bilinmiyor,0
46,hizmet sektörü,evli,lise,0,1757,1,0,0.0,14,mayıs,380,4,-1,0,bilinmiyor,0
54,vasıfsız işçi,evli,lise,0,1480,1,0,0.0,14,mayıs,108,1,-1,0,bilinmiyor,0
51,vasıfsız işçi,evli,lise,0,7180,1,0,0.0,14,mayıs,927,1,-1,0,bilinmiyor,1
47,hizmet sektörü,boşanmış/ dul,lise,0,4906,1,0,0.0,14,mayıs,389,1,-1,0,bilinmiyor,0
35,yönetici,bekar,üniversite,0,592,0,1,0.0,14,mayıs,192,1,-1,0,bilinmiyor,0
30,vasıfsız işçi,evli,lise,0,128,1,0,0.0,14,mayıs,273,1,-1,0,bilinmiyor,0
32,yönetici,bekar,lise,0,160,1,0,0.0,14,mayıs,48,1,-1,0,bilinmiyor,0
35,vasıfsız işçi,evli,ilkokul,0,441,1,0,0.0,14,mayıs,8,1,-1,0,bilinmiyor,0
48,vasıfsız işçi,bekar,lise,0,8982,1,0,0.0,14,mayıs,628,1,-1,0,bilinmiyor,0
36,hizmet sektörü,evli,lise,0,338,0,0,0.0,14,mayıs,90,1,-1,0,bilinmiyor,0
53,hizmet sektörü,evli,lise,0,10749,1,0,0.0,14,mayıs,221,1,-1,0,bilinmiyor,0
48,teknisyen,evli,lise,0,638,1,0,0.0,14,mayıs,217,1,-1,0,bilinmiyor,0
42,hizmet sektörü,evli,lise,0,737,1,0,0.0,14,mayıs,762,2,-1,0,bilinmiyor,0
38,hizmet sektörü,bekar,lise,0,7695,1,0,0.0,14,mayıs,193,2,-1,0,bilinmiyor,0
32,büro görevlisi,bekar,lise,0,91,1,0,0.0,14,mayıs,302,2,-1,0,bilinmiyor,0
51,işsiz,evli,lise,0,760,1,0,0.0,14,mayıs,411,1,-1,0,bilinmiyor,0
34,vasıfsız işçi,evli,lise,0,683,1,0,0.0,14,mayıs,245,2,-1,0,bilinmiyor,0
43,vasıfsız işçi,evli,lise,0,1311,1,0,0.0,14,mayıs,746,1,-1,0,bilinmiyor,0
50,vasıfsız işçi,evli,lise,0,606,1,0,0.0,14,mayıs,673,2,-1,0,bilinmiyor,0
44,vasıfsız işçi,evli,ilkokul,0,0,1,0,0.0,14,mayıs,220,7,-1,0,bilinmiyor,0
25,hizmet sektörü,bekar,lise,0,192,1,0,0.0,14,mayıs,232,1,-1,0,bilinmiyor,0
60,vasıfsız işçi,evli,lise,0,751,1,0,0.0,14,mayıs,115,3,-1,0,bilinmiyor,0
32,teknisyen,bekar,bilinmiyor,0,10600,0,0,0.0,14,mayıs,485,2,-1,0,bilinmiyor,0
44,büro görevlisi,evli,lise,0,447,1,1,0.0,14,mayıs,106,5,-1,0,bilinmiyor,0
26,öğrenci,bekar,lise,0,3096,1,0,0.0,14,mayıs,107,1,-1,0,bilinmiyor,0
36,büro görevlisi,evli,lise,0,998,1,0,0.0,14,mayıs,1044,2,-1,0,bilinmiyor,0
29,girişimci,bekar,üniversite,0,303,1,0,0.0,14,mayıs,180,4,-1,0,bilinmiyor,0
29,yönetici,bekar,üniversite,0,1952,1,0,0.0,14,mayıs,354,1,-1,0,bilinmiyor,0
42,vasıfsız işçi,evli,lise,0,171,1,0,0.0,14,mayıs,55,1,-1,0,bilinmiyor,0
32,vasıfsız işçi,bekar,lise,0,116,0,0,0.0,14,mayıs,392,1,-1,0,bilinmiyor,0
37,büro görevlisi,evli,lise,0,766,1,0,0.0,14,mayıs,123,1,-1,0,bilinmiyor,0
50,büro görevlisi,boşanmış/ dul,lise,1,-500,1,0,0.0,14,mayıs,148,3,-1,0,bilinmiyor,0
44,vasıfsız işçi,evli,lise,0,2017,1,0,0.0,14,mayıs,74,3,-1,0,bilinmiyor,0
43,teknisyen,evli,lise,0,672,1,0,0.0,14,mayıs,267,8,-1,0,bilinmiyor,0
41,hizmet sektörü,evli,ilkokul,0,450,1,0,0.0,14,mayıs,374,2,-1,0,bilinmiyor,0
45,büro görevlisi,evli,lise,0,-31,1,0,0.0,14,mayıs,295,2,-1,0,bilinmiyor,0
41,büro görevlisi,evli,üniversite,0,5426,1,0,0.0,14,mayıs,149,2,-1,0,bilinmiyor,0
57,teknisyen,evli,lise,0,629,1,0,0.0,14,mayıs,226,2,-1,0,bilinmiyor,0
34,serbest meslek,bekar,üniversite,0,2800,1,0,0.0,14,mayıs,668,1,-1,0,bilinmiyor,0
47,hizmet sektörü,evli,lise,0,1549,1,0,0.0,14,mayıs,95,6,-1,0,bilinmiyor,0
49,teknisyen,evli,lise,0,6050,1,0,0.0,14,mayıs,229,2,-1,0,bilinmiyor,0
58,vasıfsız işçi,evli,ilkokul,0,1406,1,0,0.0,14,mayıs,252,3,-1,0,bilinmiyor,0
51,işsiz,evli,lise,0,425,1,0,0.0,14,mayıs,286,14,-1,0,bilinmiyor,0
30,yönetici,evli,üniversite,0,-328,1,0,0.0,14,mayıs,242,5,-1,0,bilinmiyor,0
47,hizmet sektörü,boşanmış/ dul,lise,0,430,1,1,0.0,14,mayıs,335,1,-1,0,bilinmiyor,0
29,teknisyen,bekar,lise,0,6911,0,0,0.0,14,mayıs,323,5,-1,0,bilinmiyor,0
51,vasıfsız işçi,evli,ilkokul,0,111,1,0,0.0,14,mayıs,140,1,-1,0,bilinmiyor,0
49,temizlikçi,bekar,ilkokul,0,1158,1,0,0.0,14,mayıs,159,3,-1,0,bilinmiyor,0
43,hizmet sektörü,evli,lise,0,823,1,0,0.0,14,mayıs,293,3,-1,0,bilinmiyor,0
41,vasıfsız işçi,evli,ilkokul,0,410,1,0,0.0,14,mayıs,85,4,-1,0,bilinmiyor,0
29,büro görevlisi,bekar,lise,0,1028,1,0,0.0,14,mayıs,343,1,-1,0,bilinmiyor,0
42,vasıfsız işçi,evli,ilkokul,0,1288,1,0,0.0,14,mayıs,295,1,-1,0,bilinmiyor,0
34,vasıfsız işçi,bekar,lise,1,-115,1,0,0.0,14,mayıs,360,1,-1,0,bilinmiyor,0
44,yönetici,evli,üniversite,0,474,1,1,0.0,14,mayıs,183,4,-1,0,bilinmiyor,0
44,hizmet sektörü,boşanmış/ dul,lise,0,2416,1,0,0.0,14,mayıs,304,3,-1,0,bilinmiyor,0
30,yönetici,evli,üniversite,0,233,1,0,0.0,14,mayıs,382,10,-1,0,bilinmiyor,0
26,vasıfsız işçi,bekar,lise,0,277,0,0,0.0,14,mayıs,514,2,-1,0,bilinmiyor,0
28,teknisyen,bekar,lise,0,280,1,0,0.0,14,mayıs,142,3,-1,0,bilinmiyor,0
42,teknisyen,evli,üniversite,0,2106,1,1,0.0,14,mayıs,162,2,-1,0,bilinmiyor,0
40,temizlikçi,boşanmış/ dul,ilkokul,0,2610,1,0,0.0,14,mayıs,301,3,-1,0,bilinmiyor,0
49,emekli,evli,lise,0,329,1,0,0.0,14,mayıs,264,2,-1,0,bilinmiyor,0
42,büro görevlisi,boşanmış/ dul,lise,0,1811,1,0,0.0,14,mayıs,150,1,-1,0,bilinmiyor,0
29,büro görevlisi,evli,lise,0,387,1,1,0.0,14,mayıs,49,1,-1,0,bilinmiyor,0
47,vasıfsız işçi,evli,ilkokul,0,6439,1,0,0.0,14,mayıs,326,3,-1,0,bilinmiyor,0
42,yönetici,evli,bilinmiyor,0,1333,1,0,0.0,14,mayıs,468,2,-1,0,bilinmiyor,0
45,hizmet sektörü,boşanmış/ dul,lise,0,864,1,0,0.0,14,mayıs,183,2,-1,0,bilinmiyor,0
29,büro görevlisi,bekar,lise,0,900,1,0,0.0,14,mayıs,339,1,-1,0,bilinmiyor,0
41,teknisyen,evli,üniversite,0,744,1,0,0.0,14,mayıs,125,1,-1,0,bilinmiyor,0
40,vasıfsız işçi,bekar,bilinmiyor,0,4370,1,0,0.0,14,mayıs,232,2,-1,0,bilinmiyor,0
48,büro görevlisi,evli,lise,0,6532,1,0,0.0,14,mayıs,312,5,-1,0,bilinmiyor,0
41,vasıfsız işçi,evli,ilkokul,0,348,1,0,0.0,14,mayıs,423,2,-1,0,bilinmiyor,0
60,emekli,evli,lise,0,2077,1,0,0.0,14,mayıs,163,1,-1,0,bilinmiyor,0
44,yönetici,evli,üniversite,0,1945,0,0,0.0,14,mayıs,191,1,-1,0,bilinmiyor,0
49,serbest meslek,bekar,üniversite,0,21,1,0,0.0,14,mayıs,248,1,-1,0,bilinmiyor,0
47,yönetici,boşanmış/ dul,üniversite,0,4556,1,0,0.0,14,mayıs,146,1,-1,0,bilinmiyor,0
48,teknisyen,evli,lise,0,1764,1,0,0.0,14,mayıs,125,2,-1,0,bilinmiyor,0
44,büro görevlisi,evli,ilkokul,0,248,1,0,0.0,14,mayıs,234,1,-1,0,bilinmiyor,0
28,vasıfsız işçi,evli,ilkokul,0,0,0,0,0.0,14,mayıs,17,24,-1,0,bilinmiyor,0
31,hizmet sektörü,evli,lise,0,37,1,0,0.0,14,mayıs,546,1,-1,0,bilinmiyor,0
29,vasıfsız işçi,evli,ilkokul,0,236,1,0,0.0,14,mayıs,554,1,-1,0,bilinmiyor,0
28,öğrenci,bekar,lise,0,246,1,0,0.0,14,mayıs,162,4,-1,0,bilinmiyor,0
43,hizmet sektörü,boşanmış/ dul,lise,0,206,1,0,0.0,14,mayıs,436,1,-1,0,bilinmiyor,0
32,hizmet sektörü,evli,lise,0,162,1,0,0.0,14,mayıs,297,2,-1,0,bilinmiyor,0
44,teknisyen,boşanmış/ dul,lise,0,976,1,0,0.0,14,mayıs,302,2,-1,0,bilinmiyor,0
42,teknisyen,evli,lise,0,645,1,1,0.0,14,mayıs,349,5,-1,0,bilinmiyor,0
45,vasıfsız işçi,evli,ilkokul,0,1794,1,0,0.0,14,mayıs,174,2,-1,0,bilinmiyor,0
31,büro görevlisi,bekar,lise,0,358,1,0,0.0,14,mayıs,180,1,-1,0,bilinmiyor,0
48,teknisyen,bekar,lise,0,9131,1,0,0.0,14,mayıs,902,5,-1,0,bilinmiyor,0
45,vasıfsız işçi,evli,ilkokul,0,532,1,0,0.0,14,mayıs,137,2,-1,0,bilinmiyor,0
27,vasıfsız işçi,bekar,lise,0,1150,1,0,0.0,14,mayıs,282,1,-1,0,bilinmiyor,0
55,vasıfsız işçi,evli,ilkokul,0,680,1,0,0.0,14,mayıs,321,1,-1,0,bilinmiyor,0
45,girişimci,evli,lise,0,245,1,0,0.0,14,mayıs,126,3,-1,0,bilinmiyor,0
50,işsiz,evli,lise,0,-13,1,0,0.0,14,mayıs,554,1,-1,0,bilinmiyor,0
44,işsiz,evli,lise,0,728,1,0,0.0,14,mayıs,21,11,-1,0,bilinmiyor,0
45,büro görevlisi,evli,lise,0,137,1,0,0.0,14,mayıs,427,1,-1,0,bilinmiyor,0
51,temizlikçi,evli,ilkokul,0,289,0,0,0.0,14,mayıs,97,5,-1,0,bilinmiyor,0
30,vasıfsız işçi,bekar,lise,0,609,1,0,0.0,14,mayıs,402,1,-1,0,bilinmiyor,0
43,vasıfsız işçi,evli,lise,0,15740,1,0,0.0,14,mayıs,252,2,-1,0,bilinmiyor,0
